coverage,eligible,feature_name,finite_count,fold_id,gate_reason,gate_reason_count,maximum,minimum,retained,training_row_count
0.4218289085545723,False,surface__term_2026_09_01_minus_2026_08_25__atm_curvature__ew_innovation_alpha_0p2,1144,outer_01,,,74.92742666915802,-87.99170301047803,False,2712
0.4218289085545723,False,surface__term_2026_09_29_minus_2026_09_01__atm_iv__ew_innovation_alpha_0p2,1144,outer_01,,,0.004458420536664995,-0.0032472991346441035,False,2712
0.4218289085545723,False,surface__term_2026_09_29_minus_2026_09_01__atm_skew__ew_innovation_alpha_0p2,1144,outer_01,,,0.629684134789407,-0.5386611687848759,False,2712
0.4218289085545723,False,surface__term_2026_09_29_minus_2026_09_01__atm_curvature__ew_innovation_alpha_0p2,1144,outer_01,,,128.29922790844043,-114.1426980721265,False,2712
1.0,True,quality__weighted_r_squared,2712,outer_01,,,0.9836087894273472,0.968914942128086,True,2712
1.0,True,quality__weighted_rmse_total_variance,2712,outer_01,,,7.981888788377484e-05,5.8632242963476504e-05,True,2712
1.0,True,quality__used_quote_count,2712,outer_01,,,225.0,205.0,True,2712
1.0,True,quality__surface_age_seconds,2712,outer_01,,,1799.595626,5.553687,True,2712
0.0,False,quality__live_fit_duration_seconds,0,outer_01,,,,,False,2712
1.0,False,quality__feed_age_seconds,2712,outer_01,,,0.0,0.0,False,2712
1.0,True,quality__worst_instrument_age_seconds,2712,outer_01,,,1799.595626,9.929936,True,2712
1.0,True,quality__stale_instrument_count,2712,outer_01,,,139.0,49.0,True,2712
1.0,True,quality__packets_per_second,2712,outer_01,,,526.0,409.7,True,2712
1.0,False,quality__reconnect_count,2712,outer_01,,,0.0,0.0,False,2712
1.0,True,quality__surface_is_stale,2712,outer_01,,,1.0,0.0,True,2712
1.0,False,quality__is_temporally_smoothed,2712,outer_01,,,1.0,1.0,False,2712
1.0,False,quality__smoothing_reset,2712,outer_01,,,0.0,0.0,False,2712
1.0,False,quality__raw_unsmoothed,2712,outer_01,,,0.0,0.0,False,2712
1.0,True,quality__smoothing_component_count,2712,outer_01,,,12.0,2.0,True,2712
1.0,True,quality__smoothing_fallback_alpha,2712,outer_01,,,0.9999430538719025,0.0,True,2712
1.0,False,quality__arbitrage_passed,2712,outer_01,,,1.0,1.0,False,2712
1.0,True,quality__2026-08-25__quote_count,2712,outer_01,,,75.0,72.0,True,2712
1.0,True,quality__2026-08-25__support_width,2712,outer_01,,,0.15254623304286966,0.15037500297183456,True,2712
1.0,True,quality__2026-09-01__quote_count,2712,outer_01,,,75.0,53.0,True,2712
1.0,True,quality__2026-09-01__support_width,2712,outer_01,,,0.15253800918381405,0.14247935428107777,True,2712
1.0,True,quality__2026-09-29__quote_count,2712,outer_01,,,75.0,66.0,True,2712
1.0,True,quality__2026-09-29__support_width,2712,outer_01,,,0.1525524085700503,0.15033388130055741,True,2712
1.0,True,regime__minutes_from_open,2712,outer_01,,,308.15318741666664,261.37604645,True,2712
1.0,True,regime__minutes_to_close,2712,outer_01,,,123.62395355,76.84681258333333,True,2712
1.0,True,regime__session_phase_sin,2712,outer_01,,,-0.9018594916609931,-0.9999999989938007,True,2712
1.0,True,regime__session_phase_cos,2712,outer_01,,,0.3113936796691555,-0.4320294634639807,True,2712
1.0,True,regime__abs_lag_return_10s_per_sqrt_second,2712,outer_01,,,46.801709370501214,0.0,True,2712
1.0,False,regime__spread_ticks,2712,outer_01,,,220.0,2.0000000000436557,False,2712
1.0,False,regime__log1p_l1_depth,2712,outer_01,,,9.018695487721343,4.875197323201151,False,2712
1.0,True,interaction__ofi_w10_m10_x_spread,2712,outer_01,,,2594.2131979691694,-2774.477211796509,True,2712
1.0,True,interaction__ofi_w10_m10_x_inverse_l1_depth,2712,outer_01,,,0.1300915890405609,-0.19715456956836266,True,2712
1.0,True,interaction__ofi_w10_m10_x_lagged_move_scale,2712,outer_01,,,399.51151429453984,-899.6491594351705,True,2712
0.9977876106194691,True,interaction__front_atm_skew_ew_innovation_x_ofi_w10_m10,2706,outer_01,,,14.74604066580116,-6.658632261606703,True,2712
,,__all__,,outer_01,exact_duplicate_training_feature,3,,,,
,,__all__,,outer_01,insufficient_training_coverage,97,,,,
,,__all__,,outer_01,missing_value,11382,,,,
,,__all__,,outer_01,near_constant_training_feature,6,,,,
,,__all__,,outer_01,stale_availability,4163,,,,
,,__all__,,outer_01,surface_marked_stale,4163,,,,
1.0,True,price__displayed_mid_return_lag_0p5s_ticks,4129,outer_02,,,96.00000000005821,-110.99999999998545,True,4129
1.0,True,price__displayed_mid_return_lag_1s_ticks,4129,outer_02,,,91.00000000005821,-140.99999999998545,True,4129
1.0,True,price__displayed_mid_return_lag_2s_ticks,4129,outer_02,,,100.0,-144.00000000001455,True,4129
1.0,True,price__displayed_mid_return_lag_5s_ticks,4129,outer_02,,,100.0,-148.0000000000291,True,4129
