session,latency_ms,ttl_seconds,queue_model,fee_bps,signals,fills,fill_rate,mean_net_bps_per_fill,mean_net_bps_per_signal,total_net_bps,win_rate_fills,mean_adverse_1s_bps,mean_adverse_5s_bps
2026-08-26,1000,5,touch,0.2,61,20,0.32786885245901637,-0.5070451934920668,-0.16624432573510384,-10.140903869841335,0.35,-0.025558346869829007,0.16885054056227272
2026-08-26,1000,5,touch,0.5,61,20,0.32786885245901637,-0.8070451934920666,-0.2646049814728087,-16.14090386984133,0.3,-0.025558346869829007,0.16885054056227272
2026-08-26,1000,5,touch,1.0,61,20,0.32786885245901637,-1.3070451934920668,-0.42853940770231697,-26.140903869841335,0.2,-0.025558346869829007,0.16885054056227272
2026-08-27,0,1,full_displayed,0.0,142,2,0.014084507042253521,1.5218142717402414,0.021434003827327346,3.043628543480483,1.0,0.0,0.10287902821000497
2026-08-27,0,1,full_displayed,0.2,142,2,0.014084507042253521,1.3218142717402412,0.018617102418876638,2.6436285434804825,1.0,0.0,0.10287902821000497
2026-08-27,0,1,full_displayed,0.5,142,2,0.014084507042253521,1.0218142717402414,0.014391750306200584,2.043628543480483,1.0,0.0,0.10287902821000497
2026-08-27,0,1,full_displayed,1.0,142,2,0.014084507042253521,0.5218142717402414,0.007349496785073822,1.0436285434804828,0.5,0.0,0.10287902821000497
2026-08-27,0,1,half_displayed,0.0,142,3,0.02112676056338028,1.0145428478268277,0.021434003827327346,3.043628543480483,0.6666666666666666,0.0,-0.13058701882440313
2026-08-27,0,1,half_displayed,0.2,142,3,0.02112676056338028,0.8145428478268274,0.017208651714651284,2.4436285434804823,0.6666666666666666,0.0,-0.13058701882440313
2026-08-27,0,1,half_displayed,0.5,142,3,0.02112676056338028,0.5145428478268276,0.010870623545637203,1.5436285434804828,0.6666666666666666,0.0,-0.13058701882440313
2026-08-27,0,1,half_displayed,1.0,142,3,0.02112676056338028,0.014542847826827613,0.00030724326394706224,0.04362854348048284,0.3333333333333333,0.0,-0.13058701882440313
2026-08-27,0,1,touch,0.0,142,20,0.14084507042253522,0.4071686879997345,0.05734770253517387,8.14337375999469,0.55,0.20320174779573374,0.6198537214138954
2026-08-27,0,1,touch,0.2,142,20,0.14084507042253522,0.20716868799973448,0.029178688450666828,4.14337375999469,0.55,0.20320174779573374,0.6198537214138954
2026-08-27,0,1,touch,0.5,142,20,0.14084507042253522,-0.09283131200026544,-0.013074832676093724,-1.8566262400053088,0.4,0.20320174779573374,0.6198537214138954
2026-08-27,0,1,touch,1.0,142,20,0.14084507042253522,-0.5928313120002654,-0.08349736788736133,-11.856626240005308,0.25,0.20320174779573374,0.6198537214138954
2026-08-27,0,5,full_displayed,0.0,142,22,0.15492957746478872,0.4282274144401103,0.06634509237804526,9.421003117682426,0.4090909090909091,0.02056421833793033,-0.060775306619384926
2026-08-27,0,5,full_displayed,0.2,142,22,0.15492957746478872,0.22822741444011016,0.03535917688508749,5.021003117682423,0.4090909090909091,0.02056421833793033,-0.060775306619384926
2026-08-27,0,5,full_displayed,0.5,142,22,0.15492957746478872,-0.0717725855598898,-0.011119696354349125,-1.5789968823175757,0.3181818181818182,0.02056421833793033,-0.060775306619384926
2026-08-27,0,5,full_displayed,1.0,142,22,0.15492957746478872,-0.5717725855598897,-0.08858448508674349,-12.578996882317576,0.2727272727272727,0.02056421833793033,-0.060775306619384926
